Time Stamp, Pressure [Pa], System State, Alarm State
Thursday 07-05-2020 02:04:30 CEST +0200,15788357,13,1
Thursday 07-05-2020 02:04:31 CEST +0200,15804609,13,1
Thursday 07-05-2020 02:04:31 CEST +0200,15821163,13,1
Thursday 07-05-2020 02:04:31 CEST +0200,15836084,13,1
Thursday 07-05-2020 02:04:31 CEST +0200,15852430,13,1
Thursday 07-05-2020 02:04:32 CEST +0200,15868509,13,1
Thursday 07-05-2020 02:04:32 CEST +0200,15883899,13,1
Thursday 07-05-2020 02:04:32 CEST +0200,15900083,13,1
Thursday 07-05-2020 02:04:32 CEST +0200,15916421,13,1
Thursday 07-05-2020 02:04:33 CEST +0200,15932405,13,1
Thursday 07-05-2020 02:04:33 CEST +0200,15948003,13,1
Thursday 07-05-2020 02:04:33 CEST +0200,15963796,13,1
Thursday 07-05-2020 02:04:33 CEST +0200,15981257,13,1
Thursday 07-05-2020 02:04:34 CEST +0200,15998058,13,1
Thursday 07-05-2020 02:04:34 CEST +0200,16014181,13,1
Thursday 07-05-2020 02:04:34 CEST +0200,16030422,13,1
Thursday 07-05-2020 02:04:34 CEST +0200,16047683,13,1
Thursday 07-05-2020 02:04:35 CEST +0200,16064101,13,1
Thursday 07-05-2020 02:04:35 CEST +0200,16081007,13,1
Thursday 07-05-2020 02:04:35 CEST +0200,16097050,13,1
Thursday 07-05-2020 02:04:35 CEST +0200,16112466,13,1
Thursday 07-05-2020 02:04:36 CEST +0200,16128680,13,1
Thursday 07-05-2020 02:04:36 CEST +0200,16145661,13,1
Thursday 07-05-2020 02:04:36 CEST +0200,16163386,13,1
Thursday 07-05-2020 02:04:36 CEST +0200,16179785,13,1
Thursday 07-05-2020 02:04:37 CEST +0200,16196283,13,1
Thursday 07-05-2020 02:04:37 CEST +0200,16213844,13,1
Thursday 07-05-2020 02:04:37 CEST +0200,16230120,13,1
Thursday 07-05-2020 02:04:37 CEST +0200,16247003,13,1
Thursday 07-05-2020 02:04:38 CEST +0200,16263951,13,1
Thursday 07-05-2020 02:04:38 CEST +0200,16281799,13,1
Thursday 07-05-2020 02:04:38 CEST +0200,16299571,13,1
Thursday 07-05-2020 02:04:38 CEST +0200,16315597,13,1
Thursday 07-05-2020 02:04:39 CEST +0200,16332798,13,1
Thursday 07-05-2020 02:04:39 CEST +0200,16350666,13,1
Thursday 07-05-2020 02:04:39 CEST +0200,16368187,13,1
Thursday 07-05-2020 02:04:39 CEST +0200,16386155,13,1
Thursday 07-05-2020 02:04:40 CEST +0200,16404076,13,1
Thursday 07-05-2020 02:04:40 CEST +0200,16420454,13,1
Thursday 07-05-2020 02:04:40 CEST +0200,16437408,13,1
Thursday 07-05-2020 02:04:40 CEST +0200,16453935,13,1
Thursday 07-05-2020 02:04:41 CEST +0200,16470472,13,1
Thursday 07-05-2020 02:04:41 CEST +0200,16487754,13,1
Thursday 07-05-2020 02:04:41 CEST +0200,16504287,13,1
Thursday 07-05-2020 02:04:41 CEST +0200,16522110,13,1
Thursday 07-05-2020 02:04:42 CEST +0200,16540410,13,1
Thursday 07-05-2020 02:04:42 CEST +0200,16557618,13,1
Thursday 07-05-2020 02:04:42 CEST +0200,16575145,13,1
Thursday 07-05-2020 02:04:42 CEST +0200,16591844,13,1
Thursday 07-05-2020 02:04:43 CEST +0200,16610315,13,1
Thursday 07-05-2020 02:04:43 CEST +0200,16628652,13,1
Thursday 07-05-2020 02:04:43 CEST +0200,16645510,13,1
Thursday 07-05-2020 02:04:43 CEST +0200,16662510,13,1
Thursday 07-05-2020 02:04:44 CEST +0200,16680117,13,1
Thursday 07-05-2020 02:04:44 CEST +0200,16696528,13,1
Thursday 07-05-2020 02:04:44 CEST +0200,16714566,13,1
Thursday 07-05-2020 02:04:44 CEST +0200,16732849,13,1
Thursday 07-05-2020 02:04:45 CEST +0200,16751409,13,1
Thursday 07-05-2020 02:04:45 CEST +0200,16769848,13,1
Thursday 07-05-2020 02:04:45 CEST +0200,16787149,13,1
Thursday 07-05-2020 02:04:45 CEST +0200,16804765,13,1
Thursday 07-05-2020 02:04:46 CEST +0200,16823135,13,1
Thursday 07-05-2020 02:04:46 CEST +0200,16839828,13,1
Thursday 07-05-2020 02:04:46 CEST +0200,16857466,13,1
Thursday 07-05-2020 02:04:46 CEST +0200,16874606,13,1
Thursday 07-05-2020 02:04:47 CEST +0200,16891147,13,1
Thursday 07-05-2020 02:04:47 CEST +0200,16907824,13,1
Thursday 07-05-2020 02:04:47 CEST +0200,16924858,13,1
Thursday 07-05-2020 02:04:47 CEST +0200,16943186,13,1
Thursday 07-05-2020 02:04:48 CEST +0200,16960081,13,1
Thursday 07-05-2020 02:04:48 CEST +0200,16977883,13,1
Thursday 07-05-2020 02:04:48 CEST +0200,16994561,13,1
Thursday 07-05-2020 02:04:48 CEST +0200,17012191,13,1
Thursday 07-05-2020 02:04:49 CEST +0200,17031012,13,1
Thursday 07-05-2020 02:04:49 CEST +0200,17047935,13,1
Thursday 07-05-2020 02:04:49 CEST +0200,17065107,13,1
Thursday 07-05-2020 02:04:49 CEST +0200,17083920,13,1
Thursday 07-05-2020 02:04:50 CEST +0200,17101682,13,1
Thursday 07-05-2020 02:04:50 CEST +0200,17120423,13,1
Thursday 07-05-2020 02:04:50 CEST +0200,17139516,13,1
Thursday 07-05-2020 02:04:50 CEST +0200,17157338,13,1
Thursday 07-05-2020 02:04:51 CEST +0200,17175542,13,1
Thursday 07-05-2020 02:04:51 CEST +0200,17193029,13,1
Thursday 07-05-2020 02:04:51 CEST +0200,17211761,13,1
Thursday 07-05-2020 02:04:51 CEST +0200,17229056,13,1
Thursday 07-05-2020 02:04:52 CEST +0200,17246375,13,1
Thursday 07-05-2020 02:04:52 CEST +0200,17264139,13,1
Thursday 07-05-2020 02:04:52 CEST +0200,17283086,13,1
Thursday 07-05-2020 02:04:52 CEST +0200,17300342,13,1
Thursday 07-05-2020 02:04:53 CEST +0200,17317896,13,1
Thursday 07-05-2020 02:04:53 CEST +0200,17335468,13,1
Thursday 07-05-2020 02:04:53 CEST +0200,17354040,13,1
Thursday 07-05-2020 02:04:53 CEST +0200,17373200,13,1
Thursday 07-05-2020 02:04:54 CEST +0200,17390676,13,1
Thursday 07-05-2020 02:04:54 CEST +0200,17410070,13,1
Thursday 07-05-2020 02:04:54 CEST +0200,17427562,13,1
Thursday 07-05-2020 02:04:54 CEST +0200,17445146,13,1
Thursday 07-05-2020 02:04:55 CEST +0200,17464756,13,1
Thursday 07-05-2020 02:04:55 CEST +0200,17482796,13,1
Thursday 07-05-2020 02:04:55 CEST +0200,17501759,13,1
Thursday 07-05-2020 02:04:55 CEST +0200,17519323,13,1
Thursday 07-05-2020 02:04:56 CEST +0200,17538163,13,1
Thursday 07-05-2020 02:04:56 CEST +0200,17557212,13,1
Thursday 07-05-2020 02:04:56 CEST +0200,17575787,13,1
Thursday 07-05-2020 02:04:56 CEST +0200,17594402,13,1
Thursday 07-05-2020 02:04:57 CEST +0200,17613700,13,1
Thursday 07-05-2020 02:04:57 CEST +0200,17632311,13,1
Thursday 07-05-2020 02:04:57 CEST +0200,17650175,13,1
Thursday 07-05-2020 02:04:57 CEST +0200,17668080,13,1
Thursday 07-05-2020 02:04:58 CEST +0200,17686251,13,1
Thursday 07-05-2020 02:04:58 CEST +0200,17703999,13,1
Thursday 07-05-2020 02:04:58 CEST +0200,17722456,13,1
Thursday 07-05-2020 02:04:58 CEST +0200,17741969,13,1
Thursday 07-05-2020 02:04:59 CEST +0200,17759880,13,1
Thursday 07-05-2020 02:04:59 CEST +0200,17777754,13,1
Thursday 07-05-2020 02:04:59 CEST +0200,17797184,13,1
Thursday 07-05-2020 02:04:59 CEST +0200,17815446,13,1
Thursday 07-05-2020 02:05:00 CEST +0200,17833651,13,1
Thursday 07-05-2020 02:05:00 CEST +0200,17852604,13,1
Thursday 07-05-2020 02:05:00 CEST +0200,17871072,13,1
Thursday 07-05-2020 02:05:00 CEST +0200,17889319,13,1
Thursday 07-05-2020 02:05:01 CEST +0200,17908305,13,1
Thursday 07-05-2020 02:05:01 CEST +0200,17927778,13,1
Thursday 07-05-2020 02:05:01 CEST +0200,17948028,13,1
Thursday 07-05-2020 02:05:01 CEST +0200,17967306,13,1
Thursday 07-05-2020 02:05:02 CEST +0200,17986560,13,1
Thursday 07-05-2020 02:05:02 CEST +0200,18006627,13,2
Thursday 07-05-2020 02:05:02 CEST +0200,18025786,13,2
Thursday 07-05-2020 02:05:02 CEST +0200,18044520,13,2
Thursday 07-05-2020 02:05:03 CEST +0200,18064871,13,2
Thursday 07-05-2020 02:05:03 CEST +0200,18083244,13,2
Thursday 07-05-2020 02:05:03 CEST +0200,18102168,13,2
Thursday 07-05-2020 02:05:03 CEST +0200,18121556,13,2
Thursday 07-05-2020 02:05:04 CEST +0200,18141112,13,2
Thursday 07-05-2020 02:05:04 CEST +0200,18160718,13,2
Thursday 07-05-2020 02:05:04 CEST +0200,18181236,13,2
Thursday 07-05-2020 02:05:04 CEST +0200,18199741,13,2
Thursday 07-05-2020 02:05:05 CEST +0200,18220419,13,2
Thursday 07-05-2020 02:05:05 CEST +0200,18240799,13,2
Thursday 07-05-2020 02:05:05 CEST +0200,18261581,13,2
Thursday 07-05-2020 02:05:05 CEST +0200,18282372,13,2
Thursday 07-05-2020 02:05:06 CEST +0200,18302851,13,2
Thursday 07-05-2020 02:05:06 CEST +0200,18322012,13,2
Thursday 07-05-2020 02:05:06 CEST +0200,18341775,13,2
Thursday 07-05-2020 02:05:06 CEST +0200,18361999,13,2
Thursday 07-05-2020 02:05:07 CEST +0200,18380839,13,2
Thursday 07-05-2020 02:05:07 CEST +0200,18399846,13,2
Thursday 07-05-2020 02:05:07 CEST +0200,18420517,13,2
Thursday 07-05-2020 02:05:07 CEST +0200,18439721,13,2
Thursday 07-05-2020 02:05:08 CEST +0200,18459376,13,2
Thursday 07-05-2020 02:05:08 CEST +0200,18480182,13,2
Thursday 07-05-2020 02:05:08 CEST +0200,18499273,13,2
Thursday 07-05-2020 02:05:08 CEST +0200,18519526,13,2
Thursday 07-05-2020 02:05:09 CEST +0200,18538989,13,2
Thursday 07-05-2020 02:05:09 CEST +0200,18559887,13,2
Thursday 07-05-2020 02:05:09 CEST +0200,18580946,13,2
Thursday 07-05-2020 02:05:09 CEST +0200,18601164,13,2
Thursday 07-05-2020 02:05:10 CEST +0200,18621637,13,2
Thursday 07-05-2020 02:05:10 CEST +0200,18641335,13,2
Thursday 07-05-2020 02:05:10 CEST +0200,18662141,13,2
Thursday 07-05-2020 02:05:10 CEST +0200,18682389,13,2
Thursday 07-05-2020 02:05:11 CEST +0200,18701823,13,2
Thursday 07-05-2020 02:05:11 CEST +0200,18722886,13,2
Thursday 07-05-2020 02:05:11 CEST +0200,18743829,13,2
Thursday 07-05-2020 02:05:11 CEST +0200,18764533,13,2
Thursday 07-05-2020 02:05:12 CEST +0200,18784487,13,2
Thursday 07-05-2020 02:05:12 CEST +0200,18804769,13,2
Thursday 07-05-2020 02:05:12 CEST +0200,18825172,13,2
Thursday 07-05-2020 02:05:12 CEST +0200,18844569,13,2
Thursday 07-05-2020 02:05:13 CEST +0200,18864404,13,2
Thursday 07-05-2020 02:05:13 CEST +0200,18884734,13,2
Thursday 07-05-2020 02:05:13 CEST +0200,18906440,13,2
Thursday 07-05-2020 02:05:13 CEST +0200,18927809,13,2
Thursday 07-05-2020 02:05:14 CEST +0200,18948763,13,2
Thursday 07-05-2020 02:05:14 CEST +0200,18969267,13,2
Thursday 07-05-2020 02:05:14 CEST +0200,18989864,13,2
Thursday 07-05-2020 02:05:14 CEST +0200,19011036,13,2
Thursday 07-05-2020 02:05:15 CEST +0200,19031460,13,2
Thursday 07-05-2020 02:05:15 CEST +0200,19051213,13,2
Thursday 07-05-2020 02:05:15 CEST +0200,19072447,13,2
Thursday 07-05-2020 02:05:15 CEST +0200,19093355,13,2
Thursday 07-05-2020 02:05:16 CEST +0200,19114715,13,2
Thursday 07-05-2020 02:05:16 CEST +0200,19136249,13,2
Thursday 07-05-2020 02:05:16 CEST +0200,19156190,13,2
Thursday 07-05-2020 02:05:16 CEST +0200,19177729,13,2
Thursday 07-05-2020 02:05:17 CEST +0200,19198883,13,2
Thursday 07-05-2020 02:05:17 CEST +0200,19220978,13,2
Thursday 07-05-2020 02:05:17 CEST +0200,19241401,13,2
Thursday 07-05-2020 02:05:17 CEST +0200,19263631,13,2
Thursday 07-05-2020 02:05:18 CEST +0200,19285999,13,2
Thursday 07-05-2020 02:05:18 CEST +0200,19307774,13,2
Thursday 07-05-2020 02:05:18 CEST +0200,19328368,13,2
Thursday 07-05-2020 02:05:18 CEST +0200,19350658,13,2
Thursday 07-05-2020 02:05:19 CEST +0200,19371991,13,2
Thursday 07-05-2020 02:05:19 CEST +0200,19394396,13,2
Thursday 07-05-2020 02:05:19 CEST +0200,19415392,13,2
Thursday 07-05-2020 02:05:19 CEST +0200,19437055,13,2
Thursday 07-05-2020 02:05:20 CEST +0200,19458123,13,2
Thursday 07-05-2020 02:05:20 CEST +0200,19480275,13,2
Thursday 07-05-2020 02:05:20 CEST +0200,19502060,13,2
Thursday 07-05-2020 02:05:20 CEST +0200,19523659,13,2
Thursday 07-05-2020 02:05:21 CEST +0200,19544408,13,2
Thursday 07-05-2020 02:05:21 CEST +0200,19566138,13,2
Thursday 07-05-2020 02:05:21 CEST +0200,19587315,13,2
Thursday 07-05-2020 02:05:21 CEST +0200,19609165,13,2
Thursday 07-05-2020 02:05:22 CEST +0200,19631515,13,2
Thursday 07-05-2020 02:05:22 CEST +0200,19653813,13,2
Thursday 07-05-2020 02:05:22 CEST +0200,19674493,13,2
Thursday 07-05-2020 02:05:22 CEST +0200,19695332,13,2
Thursday 07-05-2020 02:05:23 CEST +0200,19717385,13,2
Thursday 07-05-2020 02:05:23 CEST +0200,19739707,13,2
Thursday 07-05-2020 02:05:23 CEST +0200,19761834,13,2
Thursday 07-05-2020 02:05:23 CEST +0200,19783197,13,2
Thursday 07-05-2020 02:05:24 CEST +0200,19804538,13,2
Thursday 07-05-2020 02:05:24 CEST +0200,19826899,13,2
Thursday 07-05-2020 02:05:24 CEST +0200,19847664,13,2
Thursday 07-05-2020 02:05:24 CEST +0200,19869958,13,2
Thursday 07-05-2020 02:05:25 CEST +0200,19891783,13,2
Thursday 07-05-2020 02:05:25 CEST +0200,19912713,13,2
Thursday 07-05-2020 02:05:25 CEST +0200,19934984,13,2
Thursday 07-05-2020 02:05:25 CEST +0200,19956459,13,2
Thursday 07-05-2020 02:05:26 CEST +0200,19979254,13,2
Thursday 07-05-2020 02:05:26 CEST +0200,20001745,13,2
Thursday 07-05-2020 02:05:26 CEST +0200,20023142,13,2
Thursday 07-05-2020 02:05:26 CEST +0200,20044437,13,2
Thursday 07-05-2020 02:05:27 CEST +0200,20066905,13,2
Thursday 07-05-2020 02:05:27 CEST +0200,20089242,13,2
Thursday 07-05-2020 02:05:27 CEST +0200,20112115,13,2
Thursday 07-05-2020 02:05:27 CEST +0200,20135538,13,2
Thursday 07-05-2020 02:05:28 CEST +0200,20157485,13,2
Thursday 07-05-2020 02:05:28 CEST +0200,20179571,13,2
Thursday 07-05-2020 02:05:28 CEST +0200,20201992,13,2
Thursday 07-05-2020 02:05:28 CEST +0200,20224022,13,2
Thursday 07-05-2020 02:05:29 CEST +0200,20247142,13,2
Thursday 07-05-2020 02:05:29 CEST +0200,20270015,13,2
Thursday 07-05-2020 02:05:29 CEST +0200,20293576,13,2
Thursday 07-05-2020 02:05:29 CEST +0200,20316297,13,2
Thursday 07-05-2020 02:05:30 CEST +0200,20338691,13,2
Thursday 07-05-2020 02:05:30 CEST +0200,20360124,13,2
Thursday 07-05-2020 02:05:30 CEST +0200,20383248,13,2
Thursday 07-05-2020 02:05:30 CEST +0200,20406793,13,2
Thursday 07-05-2020 02:05:31 CEST +0200,20429617,13,2
Thursday 07-05-2020 02:05:31 CEST +0200,20451942,13,2
Thursday 07-05-2020 02:05:31 CEST +0200,20475860,13,2
Thursday 07-05-2020 02:05:31 CEST +0200,20499006,13,2
Thursday 07-05-2020 02:05:32 CEST +0200,20522644,13,2
Thursday 07-05-2020 02:05:32 CEST +0200,20546686,13,2
Thursday 07-05-2020 02:05:32 CEST +0200,20569053,13,2
Thursday 07-05-2020 02:05:32 CEST +0200,20590977,13,2
Thursday 07-05-2020 02:05:33 CEST +0200,20614782,13,2
Thursday 07-05-2020 02:05:33 CEST +0200,20638223,13,2
Thursday 07-05-2020 02:05:33 CEST +0200,20660832,13,2
Thursday 07-05-2020 02:05:33 CEST +0200,20684211,13,2
Thursday 07-05-2020 02:05:34 CEST +0200,20706892,13,2
Thursday 07-05-2020 02:05:34 CEST +0200,20730019,13,2
Thursday 07-05-2020 02:05:34 CEST +0200,20753347,13,2
Thursday 07-05-2020 02:05:34 CEST +0200,20777558,13,2
Thursday 07-05-2020 02:05:35 CEST +0200,20801617,13,2
Thursday 07-05-2020 02:05:35 CEST +0200,20824419,13,2
Thursday 07-05-2020 02:05:35 CEST +0200,20848188,13,2
Thursday 07-05-2020 02:05:35 CEST +0200,20870734,13,2
Thursday 07-05-2020 02:05:36 CEST +0200,20894098,13,2
Thursday 07-05-2020 02:05:36 CEST +0200,20916768,13,2
Thursday 07-05-2020 02:05:36 CEST +0200,20939761,13,2
Thursday 07-05-2020 02:05:36 CEST +0200,20962666,13,2
Thursday 07-05-2020 02:05:37 CEST +0200,20987002,13,2
Thursday 07-05-2020 02:05:37 CEST +0200,21009917,13,2
Thursday 07-05-2020 02:05:37 CEST +0200,21034274,13,2
Thursday 07-05-2020 02:05:37 CEST +0200,21056869,13,2
Thursday 07-05-2020 02:05:38 CEST +0200,21079454,13,2
Thursday 07-05-2020 02:05:38 CEST +0200,21102740,13,2
Thursday 07-05-2020 02:05:38 CEST +0200,21127056,13,2
Thursday 07-05-2020 02:05:38 CEST +0200,21150611,13,2
Thursday 07-05-2020 02:05:39 CEST +0200,21174339,13,2
Thursday 07-05-2020 02:05:39 CEST +0200,21198696,13,2
Thursday 07-05-2020 02:05:39 CEST +0200,21221488,13,2
Thursday 07-05-2020 02:05:39 CEST +0200,21244914,13,2
Thursday 07-05-2020 02:05:40 CEST +0200,21269343,13,2
Thursday 07-05-2020 02:05:40 CEST +0200,21292468,13,2
Thursday 07-05-2020 02:05:40 CEST +0200,21315754,13,2
Thursday 07-05-2020 02:05:40 CEST +0200,21339492,13,2
Thursday 07-05-2020 02:05:41 CEST +0200,21364369,13,2
Thursday 07-05-2020 02:05:41 CEST +0200,21388109,13,2
Thursday 07-05-2020 02:05:41 CEST +0200,21413040,13,2
Thursday 07-05-2020 02:05:41 CEST +0200,21435982,13,2
Thursday 07-05-2020 02:05:42 CEST +0200,21461038,13,2
Thursday 07-05-2020 02:05:42 CEST +0200,21485055,13,2
Thursday 07-05-2020 02:05:42 CEST +0200,21509901,13,2
Thursday 07-05-2020 02:05:42 CEST +0200,21534278,13,2
Thursday 07-05-2020 02:05:43 CEST +0200,21559165,13,2
Thursday 07-05-2020 02:05:43 CEST +0200,21583416,13,2
Thursday 07-05-2020 02:05:43 CEST +0200,21607910,13,2
Thursday 07-05-2020 02:05:43 CEST +0200,21631300,13,2
Thursday 07-05-2020 02:05:44 CEST +0200,21655732,13,2
Thursday 07-05-2020 02:05:44 CEST +0200,21681135,13,2
Thursday 07-05-2020 02:05:44 CEST +0200,21705315,13,2
Thursday 07-05-2020 02:05:44 CEST +0200,21729101,13,2
Thursday 07-05-2020 02:05:45 CEST +0200,21752406,13,2
Thursday 07-05-2020 02:05:45 CEST +0200,21776335,13,2
Thursday 07-05-2020 02:05:45 CEST +0200,21800479,13,2
Thursday 07-05-2020 02:05:45 CEST +0200,21826066,13,2
Thursday 07-05-2020 02:05:46 CEST +0200,21850983,13,2
Thursday 07-05-2020 02:05:46 CEST +0200,21874713,13,2
Thursday 07-05-2020 02:05:46 CEST +0200,21899094,13,2
Thursday 07-05-2020 02:05:46 CEST +0200,21922949,13,2
Thursday 07-05-2020 02:05:47 CEST +0200,21948178,13,2
Thursday 07-05-2020 02:05:47 CEST +0200,21972899,13,2
Thursday 07-05-2020 02:05:47 CEST +0200,21997261,13,2
Thursday 07-05-2020 02:05:47 CEST +0200,22022004,13,2
Thursday 07-05-2020 02:05:48 CEST +0200,22046870,13,2
Thursday 07-05-2020 02:05:48 CEST +0200,22071507,13,2
Thursday 07-05-2020 02:05:48 CEST +0200,22096946,13,2
Thursday 07-05-2020 02:05:48 CEST +0200,22121215,13,2
Thursday 07-05-2020 02:05:49 CEST +0200,22146924,13,2
Thursday 07-05-2020 02:05:49 CEST +0200,22172194,13,2
Thursday 07-05-2020 02:05:49 CEST +0200,22196675,13,2
Thursday 07-05-2020 02:05:49 CEST +0200,22221843,13,2
Thursday 07-05-2020 02:05:50 CEST +0200,22245937,13,2
Thursday 07-05-2020 02:05:50 CEST +0200,22272005,13,2
Thursday 07-05-2020 02:05:50 CEST +0200,22296295,13,2
Thursday 07-05-2020 02:05:50 CEST +0200,22321955,13,2
Thursday 07-05-2020 02:05:51 CEST +0200,22346957,13,2
Thursday 07-05-2020 02:05:51 CEST +0200,22372794,13,2
Thursday 07-05-2020 02:05:51 CEST +0200,22398868,13,2
Thursday 07-05-2020 02:05:51 CEST +0200,22425294,13,2
Thursday 07-05-2020 02:05:52 CEST +0200,22450657,13,2
Thursday 07-05-2020 02:05:52 CEST +0200,22475002,13,2
Thursday 07-05-2020 02:05:52 CEST +0200,22499274,13,2
Thursday 07-05-2020 02:05:52 CEST +0200,22524373,13,2
Thursday 07-05-2020 02:05:53 CEST +0200,22549048,13,2
Thursday 07-05-2020 02:05:53 CEST +0200,22574268,13,2
Thursday 07-05-2020 02:05:53 CEST +0200,22599326,13,2
Thursday 07-05-2020 02:05:53 CEST +0200,22625224,13,2
Thursday 07-05-2020 02:05:54 CEST +0200,22650449,13,2
Thursday 07-05-2020 02:05:54 CEST +0200,22676567,13,2
Thursday 07-05-2020 02:05:54 CEST +0200,22702531,13,2
Thursday 07-05-2020 02:05:54 CEST +0200,22727200,13,2
Thursday 07-05-2020 02:05:55 CEST +0200,22751788,13,2
Thursday 07-05-2020 02:05:55 CEST +0200,22778668,13,2
Thursday 07-05-2020 02:05:55 CEST +0200,22804167,13,2
Thursday 07-05-2020 02:05:55 CEST +0200,22830111,13,2
Thursday 07-05-2020 02:05:56 CEST +0200,22855250,13,2
Thursday 07-05-2020 02:05:56 CEST +0200,22880214,13,2
Thursday 07-05-2020 02:05:56 CEST +0200,22906823,13,2
Thursday 07-05-2020 02:05:56 CEST +0200,22931635,13,2
Thursday 07-05-2020 02:05:57 CEST +0200,22957767,13,2
Thursday 07-05-2020 02:05:57 CEST +0200,22984723,13,2
Thursday 07-05-2020 02:05:57 CEST +0200,23010536,13,2
Thursday 07-05-2020 02:05:57 CEST +0200,23037000,13,2
Thursday 07-05-2020 02:05:58 CEST +0200,23063830,13,2
Thursday 07-05-2020 02:05:58 CEST +0200,23090108,13,2
Thursday 07-05-2020 02:05:58 CEST +0200,23115539,13,2
Thursday 07-05-2020 02:05:58 CEST +0200,23140647,13,2
Thursday 07-05-2020 02:05:59 CEST +0200,23166006,13,2
Thursday 07-05-2020 02:05:59 CEST +0200,23191159,13,2
Thursday 07-05-2020 02:05:59 CEST +0200,23218273,13,2
Thursday 07-05-2020 02:05:59 CEST +0200,23244544,13,2
Thursday 07-05-2020 02:06:00 CEST +0200,23271961,13,2
Thursday 07-05-2020 02:06:00 CEST +0200,23299269,13,2
Thursday 07-05-2020 02:06:00 CEST +0200,23326529,13,2
Thursday 07-05-2020 02:06:00 CEST +0200,23352077,13,2
Thursday 07-05-2020 02:06:01 CEST +0200,23377594,13,2
Thursday 07-05-2020 02:06:01 CEST +0200,23403304,13,2
Thursday 07-05-2020 02:06:01 CEST +0200,23430512,13,2
Thursday 07-05-2020 02:06:01 CEST +0200,23456548,13,2
Thursday 07-05-2020 02:06:02 CEST +0200,23483638,13,2
Thursday 07-05-2020 02:06:02 CEST +0200,23510076,13,2
Thursday 07-05-2020 02:06:02 CEST +0200,23536415,13,2
Thursday 07-05-2020 02:06:02 CEST +0200,23563259,13,2
Thursday 07-05-2020 02:06:03 CEST +0200,23589310,13,2
Thursday 07-05-2020 02:06:03 CEST +0200,23616250,13,2
Thursday 07-05-2020 02:06:03 CEST +0200,23644109,13,2
Thursday 07-05-2020 02:06:03 CEST +0200,23670773,13,2
Thursday 07-05-2020 02:06:04 CEST +0200,23697684,13,2
Thursday 07-05-2020 02:06:04 CEST +0200,23725162,13,2
Thursday 07-05-2020 02:06:04 CEST +0200,23751579,13,2
Thursday 07-05-2020 02:06:04 CEST +0200,23777566,13,2
Thursday 07-05-2020 02:06:05 CEST +0200,23804477,13,2
Thursday 07-05-2020 02:06:05 CEST +0200,23831990,13,2
Thursday 07-05-2020 02:06:05 CEST +0200,23859255,13,2
Thursday 07-05-2020 02:06:05 CEST +0200,23885376,13,2
Thursday 07-05-2020 02:06:06 CEST +0200,23911515,13,2
Thursday 07-05-2020 02:06:06 CEST +0200,23939365,13,2
Thursday 07-05-2020 02:06:06 CEST +0200,23965714,13,2
Thursday 07-05-2020 02:06:06 CEST +0200,23991864,13,2
Thursday 07-05-2020 02:06:07 CEST +0200,24019486,13,2
Thursday 07-05-2020 02:06:07 CEST +0200,24047537,13,2
Thursday 07-05-2020 02:06:07 CEST +0200,24074949,13,2
Thursday 07-05-2020 02:06:07 CEST +0200,24102545,13,2
Thursday 07-05-2020 02:06:08 CEST +0200,24130429,13,2
Thursday 07-05-2020 02:06:08 CEST +0200,24157593,13,2
Thursday 07-05-2020 02:06:08 CEST +0200,24185598,13,2
Thursday 07-05-2020 02:06:08 CEST +0200,24213827,13,2
Thursday 07-05-2020 02:06:09 CEST +0200,24241061,13,2
Thursday 07-05-2020 02:06:09 CEST +0200,24268202,13,2
Thursday 07-05-2020 02:06:09 CEST +0200,24296763,13,2
Thursday 07-05-2020 02:06:09 CEST +0200,24323386,13,2
Thursday 07-05-2020 02:06:10 CEST +0200,24351630,13,2
Thursday 07-05-2020 02:06:10 CEST +0200,24378326,13,2
Thursday 07-05-2020 02:06:10 CEST +0200,24406394,13,2
Thursday 07-05-2020 02:06:10 CEST +0200,24434821,13,2
Thursday 07-05-2020 02:06:11 CEST +0200,24462993,13,2
Thursday 07-05-2020 02:06:11 CEST +0200,24491022,13,2
Thursday 07-05-2020 02:06:11 CEST +0200,24518182,13,2
Thursday 07-05-2020 02:06:11 CEST +0200,24547267,13,2
Thursday 07-05-2020 02:06:12 CEST +0200,24574342,13,2
Thursday 07-05-2020 02:06:12 CEST +0200,24601855,13,2
Thursday 07-05-2020 02:06:12 CEST +0200,24630831,13,2
Thursday 07-05-2020 02:06:12 CEST +0200,24658687,13,2
Thursday 07-05-2020 02:06:13 CEST +0200,24685586,13,2
Thursday 07-05-2020 02:06:13 CEST +0200,24713666,13,2
Thursday 07-05-2020 02:06:13 CEST +0200,24741851,13,2
Thursday 07-05-2020 02:06:13 CEST +0200,24771029,13,2
Thursday 07-05-2020 02:06:14 CEST +0200,24798700,13,2
Thursday 07-05-2020 02:06:14 CEST +0200,24826908,13,2
Thursday 07-05-2020 02:06:14 CEST +0200,24856312,13,2
Thursday 07-05-2020 02:06:14 CEST +0200,24885213,13,2
Thursday 07-05-2020 02:06:15 CEST +0200,24913080,13,2
Thursday 07-05-2020 02:06:15 CEST +0200,24941473,13,2
Thursday 07-05-2020 02:06:15 CEST +0200,24969077,13,2
Thursday 07-05-2020 02:06:15 CEST +0200,24996338,13,2
Thursday 07-05-2020 02:06:16 CEST +0200,25025337,13,2
Thursday 07-05-2020 02:06:16 CEST +0200,25054792,13,2
